DRE;CODESC;TIPOESC;NOMESC;DIRETORIA;SUBPREF;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CODCIE;EH;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_FUNC;DT_AUTORIZA;NOME_ANT;T2D3D;T2D3D15;T2D3D14;T2D3D13;T2D3D12;T2D3D11;T2D3D10;T2D3D09;T2D3D08;T2D3D07;DTURNOS;DTURNOS15;DTURNOS14;DTURNOS13;DTURNOS12;DTURNOS11;DTURNOS10;DTURNOS09;DTURNOS08;DTURNOS07;LATITUDE;LONGITUDE;REDE;DATABASE 
G;200749;CCA;AVIB - VILA YOLANDA;GUAIANASES;GUAIANASES;;RUA GASPAR DIAS DE ATAIDE;11;LAGEADO;08452020;21539605;;;Ativa;96;LAJEADO;9602;35571258;571258;;16/10/2012;2012.0.102.418.4;16/10/2012;;;;;;;;;;;;;;;;;;;;;;;;-23534904;-46395880;;28/02/2017
G;200750;CCA;CASA DOS MENINOS I;GUAIANASES;GUAIANASES;;RUA ACUCENA DO BREJO;16;VILA 1 DE OUTUBRO;08452590;20351877;;;Ativa;96;LAJEADO;9604;35571261;571261;;01/04/2013;2013.0.003.871.0;01/04/2013;;;;;;;;;;;;;;;;;;;;;;;;-23531250;-46398664;;28/02/2017
G;200751;CCA;JARDIM LOURDES;GUAIANASES;GUAIANASES;;RUA FRANCISCO GIL DE ARAULO;136;JARDIM LOURDES;08452440;25711225;;;Ativa;96;LAJEADO;9603;35571271;571271;;09/11/2011;2011.0.114.277.0;09/11/2011;;;;;;;;;;;;;;;;;;;;;;;;-23528079;-46393185;;28/02/2017
MP;200752;CCA;DOM ANGELICO SANDALO;SAO MIGUEL;ITAIM PAULISTA;;RUA TRISTAO ACHAVAL;185;JARDIM LOURDES;08120500;25617080;;;Ativa;36;ITAIM PAULISTA;3606;35573541;573541;;01/04/2013;2013.0.003.920.1;01/04/2013;;;;;;;;;;;;;;;;;;;;;;;;-23501983;-46389331;;28/02/2017
MP;200753;CCA;CASA DOS MENINOS III;SAO MIGUEL;ITAIM PAULISTA;;RUA TIMOTEO CORREIA DE GOES;100;PARQUE SANTA AMELIA;08122490;;;;Ativa;36;ITAIM PAULISTA;3610;35573553;573553;;18/12/2010;2010.0.201.810.9;18/12/2010;;;;;;;;;;;;;;;;;;;;;;;;-23501708;-46374801;;28/02/2017
MP;200754;CCA;VILA ITAIM;SAO MIGUEL;SAO MIGUEL;;RUA SALINAS DE MOSSORO;197;VILA ITAIM;08190490;25834781;;;Ativa;44;JARDIM HELENA;4405;35573565;573565;;01/04/2013;2013.0.004.203.2;01/04/2013;;;;;;;;;;;;;;;;;;;;;;;;-23483752;-46392047;;28/02/2017
MP;200755;CCA;ISAURA BATISTA;SAO MIGUEL;ITAIM PAULISTA;;AVENIDA CORREGO DO TIJUCO PRETO;111;CAMARGO NOVO;08122000;25611771;;;Ativa;36;ITAIM PAULISTA;3606;35573577;573577;;28/01/2014;2013.0.332.804.2;28/01/2014;;;;;;;;;;;;;;;;;;;;;;;;-23494368;-46384553;;28/02/2017
CL;200756;CCA;RIVIERA;CAMPO LIMPO;M'BOI MIRIM;;ESTRADA DA RIVIERA;4624;JARDIM FIGUEIRA GRANDE;04916000;55176040;;;Ativa;46;JARDIM SAO LUIS;4605;35576141;576141;;01/02/2014;201303212400;01/02/2014;;;;;;;;;;;;;;;;;;;;;;;;-23595740;-46792250;;28/02/2017
IP;200757;CCA;CENTRO COMUNITARIO IRMA DERLY FABRES;IPIRANGA;SE;;RUA SÃO PAULO;269;LIBERDADE;01513000;32091062;;32091062;Ativa;49;LIBERDADE;4901;35576153;576153;;02/02/2015;201403213808;02/02/2015;;;;;;;;;;;;;;;;;;;;;;;;-23556572;-46630262;;28/02/2017
BT;200758;CCA;CCA - UNIDADE III;BUTANTA;BUTANTA;;RUA EUDORO LINCOLN BERLINCK;346;JARDIM ARPOADOR;05565200;37829468;;;Ativa;65;RAPOSO TAVARES;6505;35576165;576165;;01/03/2015;201401543991;01/03/2015;;;;;;;;;;;;;;;;;;;;;;;;-23595965;-46792261;;28/02/2017
MP;200759;E TECNICA;CENTRO REFERENCIA EDUC PROFISSIONAL TECNOLOGICA - IFSP;SAO MIGUEL;SAO MIGUEL;;RUA TENENTE MIGUEL DELIA;S/N;VILA ROSARIA;08021090;;;;Ativa;74;SAO MIGUEL;7405;;;;11/07/2016;17;11/07/2016;;;CENTRO REFERENCIA EDUC PROFISSIONAL TECNOLOGI;;;;;;;;;;;;;;;;;;;;;-23498487;-46435292;;28/02/2017
IP;300021;ESC.PART.;CAXINGUELE BERCARIO E ESC.ED.INF.;IPIRANGA;VILA MARIANA;;RUA TRES DE MAIO;72;VILA CLEMENTINO;04044020;55797799;;55755554;Ativa;77;SAUDE;7701;35133188;133188;;;;;;18/10/1995;;;;;;;;;;;;;;;;;;;;;;-23600337;-46642188;;28/02/2017
SA;300080;ESC.PART.;JARDIM DA INFANCIA TIA LOLO;SANTO AMARO;SANTO AMARO;;AVENIDA SANTA CATARINA;302;VILA ALEXANDRIA;04635001;;;;Ativa;15;CAMPO BELO;1501;35105995;105995;;;;;;18/10/1995;COR DE ROSA JARDIM INFANCIA;;;;;;;;;;;;;;;;;;;;;-23639448;-46669338;;28/02/2017
IP;300195;ESC.PART.;LAPIS MAGICO NUCLEO DE RECR. E ED.INF.;IPIRANGA;IPIRANGA;;RUA PROFESSOR RAUL PEDERNEIRAS;101;VILA MARTE;04250040;;;;Ativa;34;IPIRANGA;3401;35171499;171499;;;;;;12/08/1998;;;;;;;;;;;;;;;;;;;;;;-23619489;-46599369;;28/02/2017
IP;300276;ESC.PART.;LUA DE CRISTAL NUCLEO DE REC.INF.;IPIRANGA;IPIRANGA;;RUA SALVADOR SIMOES;1317;VILA DOM PEDRO I;04276000;50614057;;;Ativa;34;IPIRANGA;3403;35162700;162700;;;;;;26/06/1997;;;;;;;;;;;;;;;;;;;;;;-23605342;-46613495;;28/02/2017
IP;300349;ESC.PART.;MINIATURA ESC. INF.;IPIRANGA;VILA MARIANA;;RUA GAIVOTA;1476;INDIANÓPOLIS;04522033;55312058;;;Ativa;32;MOEMA;3202;35156437;156437;;;;;;12/04/1997;;;;;;;;;;;;;;;;;;;;;;-23607733;-46671644;;28/02/2017
IP;300365;ESC.PART.;JACARANDA BERCARIO E.E.I.;IPIRANGA;SE;;RUA ITAGUABA;154;SANTA CECILIA;01233050;36674581;;;Ativa;26;CONSOLACAO;2601;35162723;162723;;;;;;21/06/1997;;;;;;;;;;;;;;;;;;;;;;-23541168;-46663613;;28/02/2017
IP;300438;ESC.PART.;CASTELO ENCANTADO NUCLEO EDUCACIONAL;IPIRANGA;IPIRANGA;;RUA VISCONDE DE GUARATIBA;371;VILA FIRMIANO PINTO;04125040;50612542;50621462;;Ativa;34;IPIRANGA;3401;35171773;171773;;;;;;15/08/1998;;;;;;;;;;;;;;;;;;;;;;-23601118;-46619773;;28/02/2017
IP;300446;ESC.PART.;VIA CONSILII;IPIRANGA;IPIRANGA;;AVENIDA NAZARÉ;1758;IPIRANGA;04262300;20639663;;;Ativa;34;IPIRANGA;3403;35162589;162589;;;;;;19/06/1997;VIA CONSILLI;;;;;;;;;;;;;;;;;;;;;-23599954;-46609572;;28/02/2017
IP;300454;ESC.PART.;TIA LUZIA NUCLEO DE EDUC.INF.;IPIRANGA;IPIRANGA;;RUA FRANCESCO BOTTICINI;18;PARQUE BRISTOL;04193290;23361502;;;Ativa;68;SACOMA;6803;35154124;154124;;;;;;06/03/1997;;;;;;;;;;;;;;;;;;;;;;-23647399;-46609678;;28/02/2017
IP;300489;ESC.PART.;A DOCE VIDA EDUCACAO INFANTIL;IPIRANGA;SE;;RUA ANTONIO TAVARES;191;CAMBUCI;01542010;32778090;;;Ativa;14;CAMBUCI;1401;35162772;162772;;;;;;18/12/1997;;;;;;;;;;;;;;;;;;;;;;-23571395;-46624590;;28/02/2017
IP;300527;ESC.PART.;PEQUENO REINO PRODUTOS INF. E CENTRO DE RECR.;IPIRANGA;VILA MARIANA;;RUA JOAO LOURENCO;229;VILA NOVA CONCEICAO;04508030;38428729;;;Ativa;32;MOEMA;3201;35156413;156413;;;;;;15/11/1996;;;;;;;;;;;;;;;;;;;;;;-23592151;-46666944;;28/02/2017
IP;300551;ESC.PART.;CHACARA KLABIN JARDIM ESCOLA;IPIRANGA;VILA MARIANA;;RUA PEDRO NICOLE;3;JARDIM VILA MARIANA;04116100;50838107;55497090;;Ativa;90;VILA MARIANA;9004;35171736;171736;;;;;;18/08/1998;;;;;;;;;;;;;;;;;;;;;;-23591451;-46625171;;28/02/2017
IP;300616;ESC.PART.;ESPACO ABERTO EDUC. INFANTIL;IPIRANGA;VILA MARIANA;;RUA AUREA;296;VILA MARIANA;04015070;45644003;45644002;;Ativa;90;VILA MARIANA;9002;35162760;162760;;;;;;29/09/1997;;;;;;;;;;;;;;;;;;;;;;-23587020;-46645563;;28/02/2017
IP;300632;ESC.PART.;PEQUENOS PENSADORES ESCOLA;IPIRANGA;VILA MARIANA;;RUA DOUTOR FABRICIO VAMPRE;302;VILA MARIANA;04014020;55490581;55796563;;Ativa;90;VILA MARIANA;9002;35156383;156383;;;;;;09/04/1997;;;;;;;;;;;;;;;;;;;;;;-23583797;-46640627;;28/02/2017
IP;300659;ESC.PART.;DOCE FOLIA, E.E.R.I.;IPIRANGA;SE;;RUA BARRA DO TIBAJI;121;BOM RETIRO;01128000;33315530;;;Ativa;09;BOM RETIRO;0901;35156243;156243;;;;;;25/03/1997;;;;;;;;;;;;;;;;;;;;;;-23522018;-46645197;;28/02/2017
IP;300675;ESC.PART.;NANA NENEM BERCARIO E MATERNAL;IPIRANGA;VILA MARIANA;;AVENIDA INDIANOPOLIS;3164;INDIANOPOLIS;04062003;25772194;;;Ativa;77;SAUDE;7701;35162474;162474;;;;;;17/10/1997;;;;;;;;;;;;;;;;;;;;;;-23613394;-46644608;;28/02/2017
IP;300829;ESC.PART.;BRINCANDO E APRENDENDO CENTRO DE RECR.;IPIRANGA;SE;;LARGO NOSSA SENHORA DA CONCEIÇÃO;75;CAMBUCI;01528060;32776627;;;Ativa;49;LIBERDADE;4901;35162437;162437;;;;;;02/10/1997;;;;;;;;;;;;;;;;;;;;;;-23564207;-46628592;;28/02/2017
IP;300985;ESC.PART.;SO TOQUINHO E.E.I.;IPIRANGA;VILA MARIANA;;AVENIDA AÇOCÊ;643;INDIANÓPOLIS;04075023;50528338;;50519307;Ativa;32;MOEMA;3202;35162619;162619;;;;;;21/11/1998;;;;;;;;;;;;;;;;;;;;;;-23604674;-46654878;;28/02/2017
IP;301001;ESC.PART.;TUPINIQUIM NUCL. DE RECR. INF.;IPIRANGA;IPIRANGA;;RUA NOVA PÁTRIA;254;BOSQUE DA SAÚDE;04151050;50730134;50739772;;Ativa;27;CURSINO;2703;35171542;171542;;;;;;15/08/1997;CURUMIM NUCL. DE RECR. INF.;;;;;;;;;;;;;;;;;;;;;-23618859;-46625901;;28/02/2017
SA;301035;ESC.PART.;TREM AZUL ESCOLA;SANTO AMARO;JABAQUARA;;RUA SANTA RITA D OESTE;74;VILA DO ENCONTRO;04343060;;;;Ativa;38;JABAQUARA;3805;35171414;171414;;;;;;30/12/1998;;;;;;;;;;;;;;;;;;;;;;-23653672;-46638757;;28/02/2017
IP;301094;ESC.PART.;YPE RECR. INF.;IPIRANGA;IPIRANGA;;RUA DO RENO;90;VILA MOINHO VELHO;04284070;22738884;;;Ativa;68;SACOMA;6802;35162577;162577;;;;;;28/02/1998;;;;;;;;;;;;;;;;;;;;;;-23609906;-46600773;;28/02/2017
PE;301167;ESC.PART.;ARCO IRIS COLEGIO;PENHA;MOOCA;;RUA DOUTOR ORNELAS;65;CANINDE;03029030;32283619;;;Ativa;;;;35164379;164379;;;;;;29/10/1999;;;;;;;;;;;;;;;;;;;;;;-23531954;-46617951;;28/02/2017
FO;301175;ESC.PART.;INTERMUNDI E.E.I.;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;PRACA DO CENTENARIO;136;CASA VERDE;02515040;;;;Ativa;21;CASA VERDE;2103;35158324;158324;;;;;;27/02/1997;MAGNUS MUNDI E.E.I.;;;;;;;;;;;;;;;;;;;;;;;;28/02/2017
JT;301183;ESC.PART.;MIOSOTIS E.E.I.;JACANA/TREMEMBE;JACANA/TREMEMBE;;RUA CONCHILIA;407;VILA ALBERTINA;02373010;62049569;;;Ativa;81;TREMEMBE;8107;35100959;100959;;;;;;18/10/1995;;;;;;;;;;;;;;;;;;;;;;-23454941;-46617320;;28/02/2017
JT;301370;ESC.PART.;FLORESTA ENCANTADA E.E.I;JACANA/TREMEMBE;SANTANA/TUCURUVI;;RUA DAMIANA DA CUNHA;291;SANTA TERESINHA;02450010;;;;Ativa;70;SANTANA;7002;35119052;119052;;;;;;18/10/1995;;;;;;;;;;;;;;;;;;;;;;-23499832;-46639726;;28/02/2017
JT;301507;ESC.PART.;KA-TATAU RECR.INF.;JACANA/TREMEMBE;SANTANA/TUCURUVI;;AVENIDA MAZZEI;651;VILA MAZZEI;02310001;;;;Ativa;82;TUCURUVI;8202;35157715;157715;;;;;;11/06/1996;;;;;;;;;;;;;;;;;;;;;;-23475615;-46603045;;28/02/2017
JT;301540;ESC.PART.;ARTE DO SABER E.E.I.;JACANA/TREMEMBE;SANTANA/TUCURUVI;;AVENIDA DIREITOS HUMANOS;2552;MANDAQUI;02475002;;;;Ativa;51;MANDAQUI;5102;35170549;170549;;;;;;20/02/1998;;;;;;;;;;;;;;;;;;;;;;-23473415;-46635810;;28/02/2017
CL;301663;ESC.PART.;CIRANDINHA PROGR. DE DES. INF.;CAMPO LIMPO;CAMPO LIMPO;;AVENIDA DAS COLMEIAS;122;JARDIM UMARIZAL;05756350;58417930;;;Ativa;17;CAMPO LIMPO;1702;35156644;156644;;;;;;06/08/1997;;;;;;;;;;;;;;;;;;;;;;-23623079;-46755939;;28/02/2017
CL;301680;ESC.PART.;COPO DE LEITE ESC. DE EDUC. E RECR.;CAMPO LIMPO;CAMPO LIMPO;;RUA ALMADEN;55;VILA ANDRADE;05717200;37466504;;;Ativa;83;VILA ANDRADE;8301;35156668;156668;;;;;;21/11/1996;;;;;;;;;;;;;;;;;;;;;;-23636407;-46735267;;28/02/2017
PJ;301710;ESC.PART.;DIMENSAO E.E.I.;PIRITUBA;LAPA;;RUA NANUQUE;511;VILA LEOPOLDINA;05302030;;;;Ativa;88;VILA LEOPOLDINA;8802;35158276;158276;;;;;;28/03/1997;;;;;;;;;;;;;;;;;;;;;;-23531152;-46725411;;28/02/2017
PJ;301728;ESC.PART.;BOUGAINVILLE ASSOCIACAO EDUCACIONAL;PIRITUBA;LAPA;;RUA BARBALHA;33;ALTO DA LAPA;05083020;;;;Ativa;48;LAPA;4802;35158264;158264;;;;;;05/10/1996;;;;;;;;;;;;;;;;;;;;;;-23532156;-46719534;;28/02/2017
PJ;301744;ESC.PART.;LULALELE ESC. DE RECR. ORIENTADA;PIRITUBA;PIRITUBA;;AVENIDA AGENOR COUTO DE MAGALHAES;1751;JARDIM REGINA;05174000;;;;Ativa;63;PIRITUBA;6301;35158306;158306;;;;;;29/11/1996;;;;;;;;;;;;;;;;;;;;;;-23473453;-46741979;;28/02/2017
PJ;301752;ESC.PART.;ENCONTRO - CENTRO INT. DE DESENV. INF.;PIRITUBA;LAPA;;RUA PIRACUAMA;111;VILA POMPEIA;05017040;;;;Ativa;;;;35151646;151646;;;;;;03/04/1996;;;;;;;;;;;;;;;;;;;;;;;;;28/02/2017
PJ;301761;ESC.PART.;TEMPINHO DA ALEGRIA E.E.I.;PIRITUBA;PIRITUBA;;AVENIDA ELISIO CORDEIRO DE SIQUEIRA;63;JARDIM SANTO ELIAS;05136001;;;;Ativa;;;;35163090;163090;;;;;;25/11/1997;;;;;;;;;;;;;;;;;;;;;;;;;28/02/2017
SA;301825;ESC.PART.;MODULUS CENTRO EDUC.;SANTO AMARO;SANTO AMARO;;RUA BRANCO DE ARAUJO;211;CHACARA SANTO ANTONIO;04715010;;;;Ativa;71;SANTO AMARO;7102;35151671;151671;;;;;;10/01/1996;;;;;;;;;;;;;;;;;;;;;;-23634080;-46698664;;28/02/2017
BT;301833;ESC.PART.;CANTINHO COLORIDO E.E.I.;BUTANTA;BUTANTA;;AVENIDA NOSSA SENHORA DA ASSUNCAO;987;VILA BUTANTA;05359001;;;;Ativa;12;BUTANTA;1204;35151610;151610;;;;;;20/03/1996;;;;;;;;;;;;;;;;;;;;;;;;;28/02/2017
PE;301868;ESC.PART.;GERACAO FUTURO E.E.I.;PENHA;PENHA;;RUA AQUIRÁS;243;VILA GRANADA;03654040;27916955;;;Ativa;59;PENHA;5903;35157107;157107;;;;;;03/07/1996;;;;;;;;;;;;;;;;;;;;;;-23527689;-46517088;;28/02/2017
IQ;301892;ESC.PART.;UNIVERSO E.E.I.;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA ELEONORA CINTRA;360;JARDIM ANÁLIA FRANCO;03337000;66711152;;;Ativa;85;VILA FORMOSA;8501;35445605;445605;;;;;;24/08/1996;;;;;;;;;;;;;;;;;;;;;;-23555282;-46561565;;28/02/2017
PE;301914;ESC.PART.;ESCOLA PE PEQUENO DE ED. INF.;PENHA;MOOCA;;RUA JUVENAL PARADA;72;MOOCA;03167060;26051360;;;Ativa;53;MOOCA;5302;35124655;124655;;;;;;18/10/1995;;;;;;;;;;;;;;;;;;;;;;-23554389;-46596776;;28/02/2017
PE;301931;ESC.PART.;BRINCAR DE AMARELINHA E.E.I.;PENHA;MOOCA;;RUA DOM ANDRES LAMAS;244;TATUAPE;03084020;35787633;;;Ativa;;;;35156991;156991;;;;;;25/09/1996;;;;;;;;;;;;;;;;;;;;;;-23533376;-46572614;;28/02/2017
BT;301957;ESC.PART.;CRIARTE - BERCARIO E PRE-ECOLA;BUTANTA;PINHEIROS;;RUA PROFESSOR VAHIA DE ABREU;696;VILA OLIMPIA;04549003;;;;Ativa;62;PINHEIROS;6201;35156401;156401;;;;;;01/10/1996;;;;;;;;;;;;;;;;;;;;;;;;;28/02/2017
SA;302023;ESC.PART.;GREEN BOOK ESCOLA;SANTO AMARO;SANTO AMARO;;RUA JOSE DOS SANTOS JUNIOR;141;CAMPO BELO;04609010;;;;Ativa;15;CAMPO BELO;1501;35156784;156784;;;;;;23/06/1996;;;;;;;;;;;;;;;;;;;;;;-23622269;-46681163;;28/02/2017
BT;302091;ESC.PART.;PONTO DE PARTIDA E.E.I.;BUTANTA;BUTANTA;;RUA ALVARENGA;1540;BUTANTA;05509003;;;;Ativa;12;BUTANTA;1203;35105338;105338;;;;;;20/11/1996;;;;;;;;;;;;;;;;;;;;;;-23568350;-46711681;;28/02/2017
PE;302104;ESC.PART.;RECANTO DOS PERALTAS E.E.I.;PENHA;MOOCA;;RUA GUAIMBÉ;317;MOOCA;03118030;26010344;;;Ativa;53;MOOCA;5302;35421352;421352;;;;;;22/11/1996;;;;;;;;;;;;;;;;;;;;;;-23563921;-46594190;;28/02/2017
PE;302106;CR.P.CONV;PEQUENA LUZ;PENHA;PENHA;;AVENIDA GALERA;4;ENGENHEIRO GOULART;03725110;;;;Ativa;18;CANGAIBA;1803;35580922;580922;;11/12/2015;2015.0.282.404.0;11/12/2015;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;-23497480;-46516867;CON;28/02/2017
PE;302107;CR.P.CONV;MARIAMA;PENHA;PENHA;;RUA MANUEL MENDES RIBEIRO;62;VILA BUENOS AIRES;03737030;43292238;;;Ativa;18;CANGAIBA;1802;35580934;580934;;18/12/2015;2015.0.297.147.6;18/12/2015;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;-23510127;-46513660;CON;28/02/2017
PE;302108;CR.P.CONV;MUNDO DO SABER;PENHA;PENHA;;AVENIDA DAS ALTEROSAS;64;CIDADE PATRIARCA;03544070;25791521;;;Ativa;91;VILA MATILDE;9104;35584757;584757;;18/12/2015;2015.0.282.400.7;18/12/2015;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;-23530963;-46508640;CON;28/02/2017
IP;302112;ESC.PART.;ACALANTO  CENTRO DE RECR. INF.;IPIRANGA;SE;;RUA CONSELHEIRO JOÃO ALFREDO;337;MOOCA;03106060;32094934;;;Ativa;14;CAMBUCI;1402;35156838;156838;;;;;;22/11/1996;;;;;;;;;;;;;;;;;;;;;;-23557277;-46613605;;28/02/2017
PE;302147;ESC.PART.;XUE NUC.DE DESENV.INF.;PENHA;MOOCA;;RUA CONDE PRATES;722;PARQUE DA MOOCA;03124010;29667540;;;Ativa;;;;35157173;157173;;;;;;23/11/1996;;;;;;;;;;;;;;;;;;;;;;-23568285;-46592084;;28/02/2017
PE;302163;ESC.PART.;SONHO MEU NUCL. DE EDUC. INF.;PENHA;MOOCA;;RUA LEME DA SILVA;298;ALTO DA MOOCA;03182030;26010727;;;Ativa;53;MOOCA;5302;35156929;156929;;;;;;23/11/1996;;;;;;;;;;;;;;;;;;;;;;-23560776;-46592026;;28/02/2017
PE;302198;ESC.PART.;VIVENCIA E CONVIVENCIA NUCL. DE EDUC. INF.;PENHA;PENHA;;AVENIDA PADRES OLIVETANOS;475;VILA ESPERANCA;03648000;26842670;;;Ativa;59;PENHA;5902;35157223;157223;;;;;;14/11/1996;;;;;;;;;;;;;;;;;;;;;;-23526473;-46526400;;28/02/2017
PE;302287;ESC.PART.;PINGUINHO DE LUZ EDUC. E RECR. INF.;PENHA;PENHA;;RUA EVANS;313;VILA ESPERANCA;03648020;29572500;;;Ativa;;;;35158297;158297;;;;;;06/03/1997;;;;;;;;;;;;;;;;;;;;;;-23525494;-46524675;;28/02/2017
PE;302295;ESC.PART.;TURMA DO TEDDY NUCL. EDUC.;PENHA;PENHA;;RUA JOSE ADORNO;265;VILA MESQUITA;03714020;66421017;;;Ativa;;;;35157259;157259;;;;;;08/11/1996;;;;;;;;;;;;;;;;;;;;;;-23509957;-46544388;;28/02/2017
IP;302309;ESC.PART.;COLEGIO ABILITA;IPIRANGA;VILA MARIANA;;RUA IBITURUNA;196;PARQUE IMPERIAL;04302050;2760110;25788201;;Ativa;77;SAUDE;7703;35156267;156267;;;;;;31/12/1996;ALGODAO DOCE BERC.E RECR.INF.;;;;;;;;;;;;;;;;;;;;;-23622802;-46637941;;28/02/2017
IP;302317;ESC.PART.;ARTE INFANCIA JARDIM ESCOLA;IPIRANGA;IPIRANGA;;RUA ARTUR DIAS;296;BOSQUE DA SAUDE;04150070;50736489;;;Ativa;27;CURSINO;2703;35171694;171694;;;;;;31/12/1996;;;;;;;;;;;;;;;;;;;;;;-23622897;-46623264;;28/02/2017
PJ;302392;ESC.PART.;GENTE INOCENTE - E.E.I.;PIRITUBA;LAPA;;RUA TEIXEIRA E SOUSA;53;AGUA BRANCA;05003050;;;;Ativa;06;BARRA FUNDA;0603;35120145;120145;;;;;;18/10/1995;;;;;;;;;;;;;;;;;;;;;;-23526744;-46675390;;28/02/2017
PJ;302406;ESC.PART.;GNOMOS - E.E.I.;PIRITUBA;PIRITUBA;;RUA SALVADOR SALA;234;PIQUERI;02914030;;;;Ativa;63;PIRITUBA;6306;35163119;163119;;;;;;15/07/1997;;;;;;;;;;;;;;;;;;;;;;-23503162;-46709504;;28/02/2017
PJ;302414;ESC.PART.;HORA DE APRENDER - CENTRO EDUC.;PIRITUBA;LAPA;;RUA MARCO AURELIO;750;VILA ROMANA;05048000;;;;Ativa;48;LAPA;4803;35163132;163132;;;;;;06/02/1998;;;;;;;;;;;;;;;;;;;;;;-23534037;-46697969;;28/02/2017
PJ;302473;ESC.PART.;SILVIA GONCALVES UNID. INTEG.;PIRITUBA;PIRITUBA;;RUA TATSUO OKACHI;559;CHACARA INGLESA;05142000;;;;Ativa;63;PIRITUBA;6306;35163089;163089;;;;;;23/07/1997;;;;;;;;;;;;;;;;;;;;;;;;;28/02/2017
BT;302511;ESC.PART.;PIU-PIU E.E.I.;BUTANTA;BUTANTA;;AVENIDA MARECHAL JUAREZ TAVORA;220;SUPER QUADRA MORUMBI;05750000;37432449;;;Ativa;94;VILA SONIA;9404;35126548;126548;;;;;;18/10/1995;;;;;;;;;;;;;;;;;;;;;;-23614835;-46744892;;28/02/2017
SA;302538;ESC.PART.;AQUARELA DOS SONHOS, ESCOLA DE EDUCACAO INFANTIL;SANTO AMARO;CIDADE ADEMAR;;AVENIDA INTERLAGOS;449;JARDIM MARAJOARA;04661000;55223102;;;Ativa;22;CIDADE ADEMAR;2201;35161585;161585;;;;;;18/12/1997;AQUARELA DOS SONHOS  CENTRO DE EDUC.E REC.INF;;;;;;;;;;;;;;;;;;;;;-23656937;-46679508;;28/02/2017
SA;302546;ESC.PART.;BOSQUE FELIZ COLEGIO;SANTO AMARO;SANTO AMARO;;RUA AMÉRICO BRASILIENSE;1093;CHÁCARA SANTO ANTÔNIO (ZONA SUL);04715005;;;;Ativa;71;SANTO AMARO;7101;35161561;161561;;;;;;30/12/1997;;;;;;;;;;;;;;;;;;;;;;-23633893;-46697788;;28/02/2017
SA;302571;ESC.PART.;CASTELINHO E.E.I.;SANTO AMARO;SANTO AMARO;;RUA VERBO DIVINO;900;CHACARA SANTO ANTONIO;04719001;;;;Ativa;71;SANTO AMARO;7103;35124278;124278;;;;;;18/10/1995;;;;;;;;;;;;;;;;;;;;;;-23633816;-46704514;;28/02/2017
SA;302589;ESC.PART.;CHAVE - MAGICA E.E.I;SANTO AMARO;CIDADE ADEMAR;;AVENIDA INTERLAGOS;333;JARDIM UMUARAMA;04661000;;;;Ativa;22;CIDADE ADEMAR;2201;35139245;139245;;;;;;25/10/1995;;;;;;;;;;;;;;;;;;;;;;-23656065;-46679706;;28/02/2017
SA;302651;ESC.PART.;HANSEL UND GRETEL PRE-ESCOLA;SANTO AMARO;SANTO AMARO;;RUA DEPUTADO MARTINHO RODRIGUES;139;CHACARA MONTE ALEGRE;04646020;;;;Ativa;71;SANTO AMARO;7103;35161664;161664;;;;;;06/01/1998;;;;;;;;;;;;;;;;;;;;;;-23641681;-46676145;;28/02/2017
SA;302694;ESC.PART.;MUNDO COLORIDO E.E.I.;SANTO AMARO;CIDADE ADEMAR;;RUA DO MAR;14;VILA SAO PAULO;04654060;55245597;;;Ativa;22;CIDADE ADEMAR;2201;35156760;156760;;;;;;19/12/1996;;;;;;;;;;;;;;;;;;;;;;-23659316;-46676098;;28/02/2017
SA;302732;ESC.PART.;PATOTINHA DA TIA GABRIELA;SANTO AMARO;SANTO AMARO;;RUA CANCIONEIRO POPULAR;55;SANTO AMARO;04710000;;;;Ativa;71;SANTO AMARO;7103;35120297;120297;;;;;;18/10/1995;;;;;;;;;;;;;;;;;;;;;;-23631478;-46695756;;28/02/2017
CS;302759;ESC.PART.;PEQUENO GENIO REC.INF.;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA XAVIER DE MATOS;122;SOCORRO;04766090;55243350;;;Ativa;;;;35162197;162197;;;;;07/02/1994;19/06/1997;;;;;;;;;;;;;;;;;;;;;;;;;28/02/2017
CS;302775;ESC.PART.;PILETTI E.E.I.;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA ROSALINA ROSCHEL POLETTI;129;JARDIM ROSALINA;04835320;;;;Ativa;;;;35170653;170653;;;;;02/02/1998;28/10/1998;;;;;;;;;;;;;;;;;;;;;;;;;28/02/2017
